State,District ,Crop,Crop_Year,Season,Area ,Production,Yield
Karnataka,HASSAN,Potato,2008,Rabi       ,15.0,216.0,14.4
Rajasthan,UDAIPUR,Moong(Green Gram),2002,Kharif     ,181.0,11.0,0.06
Tamil Nadu,KANCHIPURAM,Other  Rabi pulses,2018,Rabi       ,1.0,1.0,1.0
Uttar Pradesh,KASGANJ,Gram,2010,Rabi       ,27.0,24.0,0.89
Kerala,KASARAGOD,Rice,2012,Autumn     ,1883.0,4831.0,2.57
Tamil Nadu,VELLORE,Cashewnut,2019,Whole Year ,16.0,5.0,0.31
Andhra Pradesh,VIZIANAGARAM,Onion,2014,Kharif     ,79.0,1451.0,18.37
Gujarat,PANCH MAHALS,Dry chillies,2013,Whole Year ,16.0,14.0,0.88
Chhattisgarh,SURGUJA,Other Kharif pulses,2002,Kharif     ,873.0,248.0,0.28
Kerala,WAYANAD,Sugarcane,2011,Whole Year ,3.08,,0.0
Nagaland,PHEK,Sesamum,2005,Kharif     ,660.0,400.0,0.61
West Bengal,DINAJPUR UTTAR,Wheat,2010,Rabi       ,36005.0,98326.0,2.73
Bihar,NALANDA,Turmeric,2004,Whole Year ,2.0,2.0,1.0
Odisha,KORAPUT,Sesamum,1998,Winter     ,54.0,11.0,0.2
Chhattisgarh,DURG,Maize,2016,Kharif     ,197.0,412.0,2.09
Odisha,BALANGIR,Coriander,2002,Whole Year ,250.0,120.0,0.48
Odisha,JAJAPUR,Jute,2008,Autumn     ,358.0,1977.0,5.52
Karnataka,CHITRADURGA,Turmeric,1998,Whole Year ,3.0,15.0,5.0
Uttar Pradesh,FIROZABAD,Dry chillies,2005,Whole Year ,1227.0,1121.0,0.91
Karnataka,CHIKKABALLAPURA,Cotton(lint),2018,Kharif     ,118.0,231.0,1.96
Nagaland,MOKOKCHUNG,Barley,2002,Rabi       ,610.0,1200.0,1.97
Himachal Pradesh,BILASPUR,Turmeric,2009,Kharif     ,25.0,14.0,0.56
West Bengal,COOCHBEHAR,Maize,2000,Kharif     ,4.0,10.0,2.5
Punjab,SHAHID BHAGAT SINGH NAGAR,Wheat,2001,Rabi       ,71000.0,324000.0,4.56
Chhattisgarh,SURGUJA,Tobacco,2017,Whole Year ,3.0,2.0,0.67
Haryana,JIND,Potato,2011,Whole Year ,252.0,5600.0,22.22
Mizoram,MAMIT,Rice,2010,Kharif     ,635.0,980.0,1.54
Gujarat,MAHISAGAR,Other Cereals,2015,Kharif     ,353.0,186.0,0.53
Karnataka,VIJAYAPURA,Cotton(lint),2015,Summer     ,9.0,19.0,2.11
Madhya Pradesh,PANNA,Urad,2017,Kharif     ,40200.0,32720.0,0.81
Uttar Pradesh,JAUNPUR,Onion,2003,Summer     ,754.0,6199.0,8.22
Odisha,KHORDHA,Castor seed,2002,Kharif     ,20.0,10.0,0.5
Karnataka,VIJAYAPURA,Onion,2009,Kharif     ,10288.0,18140.0,1.76
Odisha,KORAPUT,Sunflower,2000,Rabi       ,50.0,10.0,0.2
Madhya Pradesh,SAGAR,Garlic,2019,Whole Year ,5501.0,65737.0,11.95
Gujarat,ANAND,Banana,2005,Whole Year ,8900.0,645800.0,72.56
Karnataka,HAVERI,Onion,2013,Summer     ,69.0,542.0,7.86
Odisha,JAJAPUR,Rice,2008,Winter     ,122000.0,192000.0,1.57
Maharashtra,LATUR,Sugarcane,2011,Whole Year ,42900.0,3113200.0,72.57
Tamil Nadu,NAMAKKAL,Onion,2014,Kharif     ,750.0,7820.0,10.43
Karnataka,SHIVAMOGGA,Other Kharif pulses,2000,Kharif     ,678.0,265.0,0.39
Madhya Pradesh,KHANDWA,Onion,2010,Whole Year ,7560.0,220071.0,29.11
Uttar Pradesh,HARDOI,Urad,2013,Summer     ,3117.0,2101.0,0.67
Karnataka,RAMANAGARA,Sesamum,2016,Kharif     ,485.0,403.0,0.83
Assam,KARIMGANJ,Linseed,2006,Rabi       ,30.0,12.0,0.4
Andhra Pradesh,CHITTOOR,Moong(Green Gram),2014,Kharif     ,469.0,578.0,1.23
Madhya Pradesh,KATNI,Jowar,2002,Kharif     ,3845.0,1999.0,0.52
Himachal Pradesh,CHAMBA,Peas & beans (Pulses),2016,Rabi       ,56.0,102.0,1.82
Odisha,PURI,Rice,1998,Autumn     ,1149.0,1610.0,1.4
Uttar Pradesh,ETAWAH,Maize,2005,Kharif     ,9884.0,15785.0,1.6
Andhra Pradesh,CHITTOOR,Banana,2006,Whole Year ,556.0,27205.0,48.93
Maharashtra,SATARA,Jowar,2011,Rabi       ,139900.0,86800.0,0.62
Maharashtra,SINDHUDURG,Niger seed,2001,Kharif     ,100.0,100.0,1.0
Telangana,NALGONDA,Cotton(lint),2015,Kharif     ,341655.0,641281.0,1.88
Madhya Pradesh,DEWAS,Maize,2009,Whole Year ,9371.0,11587.0,1.24
Kerala,THRISSUR,Cashewnut,2005,Whole Year ,3356.0,1687.0,0.5
Himachal Pradesh,MANDI,Onion,2001,Whole Year ,86.0,556.0,6.47
Tamil Nadu,ERODE,Tapioca,1998,Whole Year ,5037.0,235359.0,46.73
Uttar Pradesh,PRATAPGARH,Masoor,2014,Rabi       ,15.0,2.0,0.13
Punjab,LUDHIANA,Sugarcane,2018,Whole Year ,3000.0,268000.0,89.33
Uttar Pradesh,BALRAMPUR,Banana,2016,Summer     ,1.0,55.0,55.0
Assam,DHEMAJI,Banana,1999,Whole Year ,949.0,14156.0,14.92
Uttar Pradesh,SULTANPUR,Castor seed,1998,Rabi       ,2.0,1.0,0.5
Tamil Nadu,ARIYALUR,Horse-gram,2015,Rabi       ,4.0,2.0,0.5
Haryana,REWARI,Urad,2010,Kharif     ,4.0,,0.0
Rajasthan,KARAULI,Rice,2009,Kharif     ,1046.0,1078.0,1.03
Haryana,HISAR,Urad,2011,Kharif     ,3.0,,0.0
Bihar,MADHEPURA,Linseed,2007,Rabi       ,571.0,471.0,0.82
Assam,DIMA HASAO,Small millets,2000,Kharif     ,8.0,4.0,0.5
Madhya Pradesh,RAJNANDGAON,Garlic,1999,Whole Year ,5.0,15.0,3.0
Uttarakhand,BAGESHWAR,Masoor,2019,Rabi       ,1358.0,1090.0,0.8
Odisha,JAGATSINGHAPUR,Ragi,1998,Autumn     ,1.0,,0.0
Jharkhand,CHATRA,Urad,2016,Autumn     ,502.0,544.0,1.08
Uttar Pradesh,DEORIA,Rapeseed &Mustard,2011,Rabi       ,1739.0,1220.0,0.7
Karnataka,VIJAYAPURA,Maize,1998,Summer     ,2203.0,4918.0,2.23
Uttar Pradesh,CHANDAULI,Turmeric,2003,Whole Year ,1.0,2.0,2.0
Andhra Pradesh,PRAKASAM,Sunflower,2016,Rabi       ,536.0,455.0,0.85
Rajasthan,SAWAI MADHOPUR,Peas & beans (Pulses),2007,Rabi       ,49.0,25.0,0.51
Rajasthan,JAISALMER,Rapeseed &Mustard,2010,Rabi       ,69288.0,54207.0,0.78
Nagaland,LONGLENG,Sugarcane,2017,Kharif     ,130.0,5650.0,43.46
Maharashtra,KOLHAPUR,Castor seed,2013,Kharif     ,300.0,100.0,0.33
Karnataka,CHIKKABALLAPURA,Ginger,2018,Whole Year ,16.0,246.0,15.39
Arunachal Pradesh,LOWER SUBANSIRI,Sesamum,2017,Kharif     ,52.0,15.0,0.29
Jammu and Kashmir,BARAMULLA,Other Cereals,2015,Kharif     ,7.0,3.0,0.4
Rajasthan,JAIPUR,Sugarcane,1998,Whole Year ,310.0,14808.0,47.77
Rajasthan,RAJSAMAND,Jowar,2014,Kharif     ,7289.0,15461.0,2.12
Goa,NORTH GOA,Rice,2008,Kharif     ,19974.0,47919.0,2.4
Assam,NAGAON,Moong(Green Gram),2014,Rabi       ,903.0,524.0,0.58
Nagaland,ZUNHEBOTO,Other  Rabi pulses,2003,Rabi       ,550.0,450.0,0.82
Odisha,BALANGIR,Rapeseed &Mustard,2015,Winter     ,795.0,146.0,0.18
Bihar,KISHANGANJ,Linseed,2017,Rabi       ,1832.0,1559.0,0.85
Assam,NALBARI,Linseed,2016,Rabi       ,150.0,102.0,0.68
Karnataka,KALABURAGI,Rice,2008,Summer     ,40326.0,86388.0,2.14
Maharashtra,THANE,Rice,2001,Summer     ,2400.0,5100.0,2.13
Uttar Pradesh,MAHOBA,Soyabean,2017,Kharif     ,213.0,165.0,0.77
Uttar Pradesh,KUSHI NAGAR,Onion,2011,Rabi       ,31.0,709.0,22.87
Andhra Pradesh,ANANTAPUR,Ragi,2010,Rabi       ,556.0,831.0,1.49
Bihar,GOPALGANJ,Moong(Green Gram),2012,Summer     ,1816.0,1037.0,0.57
Chhattisgarh,SURGUJA,Sugarcane,2014,Whole Year ,941.0,6572.0,6.98
Karnataka,HASSAN,Coconut ,2005,Whole Year ,61775.0,256494000.0,4152.07
Karnataka,DHARWAD,Maize,2000,Summer     ,14.0,39.0,2.79
Madhya Pradesh,CHHINDWARA,Bajra,2006,Kharif     ,105.0,91.0,0.87
Jharkhand,KODERMA,Rice,2002,Winter     ,14685.71,18553.0,1.26
Gujarat,NARMADA,Groundnut,2013,Summer     ,1231.0,2367.0,1.92
Assam,KOKRAJHAR,Small millets,2012,Kharif     ,325.0,192.0,0.59
Chhattisgarh,MAHASAMUND,Sunflower,2005,Kharif     ,1183.0,431.0,0.36
Uttar Pradesh,ALIGARH,Cotton(lint),2019,Kharif     ,490.0,706.0,1.44
Karnataka,CHIKKAMAGALURU,Sunflower,1999,Kharif     ,6603.0,3005.0,0.46
Assam,NALBARI,Gram,2013,Rabi       ,20.0,10.0,0.5
Madhya Pradesh,ANUPPUR,Khesari,2009,Whole Year ,185.0,65.0,0.35
Karnataka,SHIVAMOGGA,Other  Rabi pulses,2011,Rabi       ,26.0,9.0,0.35
Bihar,MUNGER,Barley,2010,Rabi       ,39.0,36.0,0.92
Odisha,KENDRAPARA,Rice,2005,Summer     ,3000.0,8000.0,2.67
Punjab,GURDASPUR,Gram,2006,Rabi       ,200.0,200.0,1.0
Uttar Pradesh,AMBEDKAR NAGAR,Arhar/Tur,2001,Kharif     ,3424.0,3214.0,0.94
Punjab,FIROZEPUR,Rapeseed &Mustard,2016,Rabi       ,400.0,600.0,1.5
Uttar Pradesh,FAIZABAD,Wheat,1999,Rabi       ,95938.0,251946.0,2.63
Tamil Nadu,MADURAI,Moong(Green Gram),2009,Whole Year ,3012.0,663.0,0.22
Karnataka,UTTARA KANNADA,Sesamum,2011,Kharif     ,2.0,1.0,0.5
Uttar Pradesh,UNNAO,Urad,2010,Kharif     ,23732.0,11605.0,0.49
West Bengal,DINAJPUR DAKSHIN,Rice,2019,Winter     ,159088.0,495781.0,3.12
Karnataka,CHAMARAJANAGARA,Ragi,2017,Rabi       ,270.0,800.0,2.96
Uttar Pradesh,SAMBHAL,Bajra,2013,Kharif     ,72566.0,100564.0,1.39
Bihar,MUNGER,Maize,2013,Summer     ,1028.0,4461.0,4.34
Odisha,ANUGUL,Potato,2000,Whole Year ,468.0,4225.0,9.03
Uttar Pradesh,KHERI,Barley,2006,Rabi       ,383.0,636.0,1.66
Gujarat,KHEDA,Banana,2007,Whole Year ,100.0,3400.0,34.0
Uttar Pradesh,AMBEDKAR NAGAR,Masoor,2002,Rabi       ,263.0,248.0,0.94
Karnataka,BIDAR,Jowar,2003,Rabi       ,30617.0,8929.0,0.29
Assam,BAKSA,Black pepper,2008,Whole Year ,91.0,171.0,1.88
Rajasthan,HANUMANGARH,Jowar,1999,Kharif     ,19.0,6.0,0.32
Madhya Pradesh,RAISEN,Bajra,2001,Kharif     ,8.0,12.0,1.5
Karnataka,GADAG,Sugarcane,2007,Whole Year ,101.0,8540.0,84.55
Odisha,SUNDARGARH,Rice,2008,Winter     ,121000.0,187000.0,1.55
Madhya Pradesh,DHAR,Barley,1998,Rabi       ,100.0,100.0,1.0
Chhattisgarh,BIJAPUR,Maize,2011,Kharif     ,654.0,1350.0,2.06
Tamil Nadu,THENI,Coriander,2014,Whole Year ,178.0,157.0,0.88
Tripura,UNAKOTI,Urad,2018,Rabi       ,217.0,138.0,0.64
West Bengal,MEDINIPUR EAST,Groundnut,2007,Summer     ,16463.0,35116.0,2.13
Odisha,BALESHWAR,Dry chillies,2019,Kharif     ,1310.0,1130.0,0.86
Telangana,MANCHERIAL,Rice,2019,Kharif     ,65137.0,174176.0,2.67
Karnataka,CHAMARAJANAGARA,Potato,2014,Kharif     ,147.0,905.0,6.16
Uttar Pradesh,HAMIRPUR,Rapeseed &Mustard,2009,Rabi       ,7057.0,4715.0,0.67
Jharkhand,PAKUR,Sesamum,2017,Kharif     ,573.0,178.0,0.31
Tamil Nadu,THIRUVALLUR,Cashewnut,2016,Whole Year ,161.0,19.0,0.12
Andhra Pradesh,VISAKHAPATANAM,Sweet potato,2018,Rabi       ,67.0,831.0,12.4
Gujarat,SABAR KANTHA,Moth,2009,Kharif     ,300.0,100.0,0.33
Uttar Pradesh,JAUNPUR,Wheat,2008,Rabi       ,188256.0,538224.0,2.86
Odisha,KENDRAPARA,Horse-gram,2018,Winter     ,191.0,118.0,0.62
Uttar Pradesh,RAMPUR,Barley,2005,Rabi       ,73.0,149.0,2.04
Uttar Pradesh,AURAIYA,Jowar,2019,Kharif     ,987.0,1619.0,1.64
Uttarakhand,TEHRI GARHWAL,Garlic,2006,Whole Year ,27.0,43.0,1.59
Himachal Pradesh,MANDI,Masoor,1998,Rabi       ,185.0,61.0,0.33
Uttar Pradesh,AZAMGARH,Turmeric,2012,Rabi       ,1.0,3.0,3.0
Uttar Pradesh,AURAIYA,Urad,2003,Kharif     ,2877.0,1867.0,0.65
Madhya Pradesh,GUNA,Arhar/Tur,2015,Kharif     ,1000.0,1000.0,1.0
Chhattisgarh,KOREA,Tobacco,2002,Whole Year ,1.0,,0.0
Bihar,BUXAR,Other  Rabi pulses,1997,Rabi       ,188.0,149.0,0.79
Bihar,JAMUI,Linseed,2009,Rabi       ,78.0,66.0,0.85
Madhya Pradesh,INDORE,Arhar/Tur,2017,Kharif     ,2550.0,3850.0,1.51
Chhattisgarh,JANJGIR-CHAMPA,Sugarcane,2005,Whole Year ,66.0,203.0,3.08
Madhya Pradesh,TIKAMGARH,Banana,2010,Whole Year ,1.0,17.0,17.0
Rajasthan,SAWAI MADHOPUR,Linseed,1999,Rabi       ,113.0,70.0,0.62
Assam,BONGAIGAON,Turmeric,2009,Whole Year ,242.0,143.0,0.59
Nagaland,WOKHA,Sugarcane,2010,Kharif     ,520.0,22610.0,43.48
Karnataka,RAMANAGARA,Arecanut,2019,Whole Year ,2907.0,31418.0,10.81
Madhya Pradesh,SEONI,Other Kharif pulses,2001,Kharif     ,7114.0,1738.0,0.24
Uttarakhand,HARIDWAR,other oilseeds,2004,Kharif     ,5.0,3.0,0.6
Tripura,NORTH TRIPURA,Wheat,2000,Rabi       ,225.0,460.0,2.04
Assam,BARPETA,Sesamum,2006,Kharif     ,797.0,478.0,0.6
Nagaland,KOHIMA,Peas & beans (Pulses),2015,Rabi       ,650.0,710.0,1.09
Uttar Pradesh,SONBHADRA,Maize,2018,Kharif     ,14263.0,15846.0,1.11
Assam,MARIGAON,Sugarcane,2008,Whole Year ,600.0,23696.0,39.49
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Sugarcane,2000,Whole Year ,4385.0,253015.0,57.7
Uttar Pradesh,ETAWAH,Sugarcane,2010,Kharif     ,317.0,16944.0,53.45
Maharashtra,BEED,Arhar/Tur,2008,Kharif     ,47800.0,22600.0,0.47
Uttar Pradesh,SITAPUR,Groundnut,1998,Kharif     ,5947.0,2307.0,0.39
West Bengal,MURSHIDABAD,Turmeric,2003,Whole Year ,1441.0,4801.0,3.33
Arunachal Pradesh,KURUNG KUMEY,Oilseeds total,2009,Whole Year ,500.0,923.0,1.85
Maharashtra,SINDHUDURG,Small millets,2008,Kharif     ,400.0,200.0,0.5
Rajasthan,SIROHI,Dry chillies,2018,Whole Year ,126.0,69.0,0.55
Karnataka,VIJAYAPURA,Small millets,1999,Kharif     ,290.0,92.0,0.32
Telangana,MEDCHAL MALKAJGIRI,Moong(Green Gram),2016,Kharif     ,20.0,14.0,0.7
Uttar Pradesh,SIDDHARTH NAGAR,Wheat,2002,Rabi       ,148348.0,303272.0,2.04
Odisha,NAYAGARH,Mesta,2000,Kharif     ,460.0,1890.0,4.11
Himachal Pradesh,SIRMAUR,Maize,2012,Kharif     ,20457.0,58750.0,2.87
Karnataka,CHAMARAJANAGARA,Ragi,2007,Rabi       ,690.0,1102.0,1.6
Rajasthan,JAIPUR,Sesamum,1997,Kharif     ,2100.0,300.0,0.14
Arunachal Pradesh,WEST KAMENG,Maize,2007,Kharif     ,2836.0,4538.0,1.6
Gujarat,PANCH MAHALS,Urad,2008,Kharif     ,3900.0,3100.0,0.79
Uttar Pradesh,LALITPUR,Onion,1999,Whole Year ,94.0,1325.0,14.1
Andhra Pradesh,GUNTUR,Banana,2008,Whole Year ,5519.0,174969.0,31.7
Maharashtra,JALNA,Wheat,2005,Rabi       ,23900.0,34200.0,1.43
Karnataka,HASSAN,Coconut ,2013,Whole Year ,61138.0,319823000.0,5231.17
Bihar,SAHARSA,Rice,2011,Autumn     ,26055.0,44660.0,1.71
Uttar Pradesh,BIJNOR,Moong(Green Gram),2007,Kharif     ,7.0,1.0,0.14
Kerala,WAYANAD,Cardamom,2006,Whole Year ,4106.0,359.0,0.09
Uttar Pradesh,SITAPUR,Potato,2007,Rabi       ,7258.0,138508.0,19.08
Punjab,PATIALA,Gram,2003,Rabi       ,100.0,100.0,1.0
Assam,KAMRUP METRO,Ginger,2013,Whole Year ,105.0,1047.0,9.97
Chhattisgarh,RAJNANDGAON,Wheat,2017,Rabi       ,12798.0,17622.0,1.38
Tamil Nadu,VILLUPURAM,Cowpea(Lobia),2019,Rabi       ,35.0,24.0,0.69
Gujarat,JAMNAGAR,Groundnut,2015,Summer     ,85.0,192.0,2.26
Andhra Pradesh,CHITTOOR,Oilseeds total,2016,Kharif     ,136261.0,72005.0,0.53
Uttar Pradesh,FIROZABAD,Moong(Green Gram),2019,Summer     ,1177.0,1494.0,1.27
Chhattisgarh,MAHASAMUND,Dry chillies,2019,Whole Year ,51.0,31.0,0.61
Tamil Nadu,VIRUDHUNAGAR,Groundnut,1998,Kharif     ,14464.0,19383.0,1.34
Andhra Pradesh,RANGAREDDI,Rice,2006,Kharif     ,20010.0,54747.0,2.74
Andhra Pradesh,SRIKAKULAM,Dry chillies,1997,Rabi       ,3400.0,5700.0,1.68
Maharashtra,NASHIK,Rapeseed &Mustard,2008,Rabi       ,200.0,100.0,0.5
Rajasthan,TONK,Sugarcane,2004,Whole Year ,54.0,3201.0,59.28
Andhra Pradesh,GUNTUR,Cowpea(Lobia),2014,Kharif     ,8.0,3.0,0.38
Gujarat,VALSAD,Garlic,2001,Whole Year ,100.0,400.0,4.0
Karnataka,GADAG,Small millets,2001,Kharif     ,1026.0,452.0,0.44
Karnataka,BENGALURU URBAN,Horse-gram,1998,Rabi       ,3221.0,1934.0,0.6
Chhattisgarh,RAIPUR,Garlic,2006,Whole Year ,15.0,42.0,2.8
Assam,DHUBRI,Ginger,2018,Whole Year ,143.0,1519.0,10.62
Assam,CACHAR,Coconut ,2015,Whole Year ,1042.0,1183000.0,1135.32
Uttar Pradesh,HATHRAS,Rice,2007,Kharif     ,9837.0,20127.0,2.05
Madhya Pradesh,DEWAS,Dry chillies,2002,Whole Year ,172.0,105.0,0.61
West Bengal,NADIA,Tobacco,2016,Whole Year ,12.0,10.0,0.83
Odisha,BARGARH,Moong(Green Gram),2007,Winter     ,53.0,17.0,0.32
Andhra Pradesh,KURNOOL,Cotton(lint),2004,Kharif     ,74578.0,64488.0,0.86
Bihar,VAISHALI,Rice,2001,Summer     ,14078.0,19203.0,1.36
Karnataka,RAICHUR,Dry chillies,2007,Summer     ,10.0,34.0,3.4
Rajasthan,SIKAR,Castor seed,2007,Kharif     ,2.0,1.0,0.5
Karnataka,BAGALKOTE,Moong(Green Gram),2005,Kharif     ,28884.0,3375.0,0.12
Uttar Pradesh,JALAUN,Peas & beans (Pulses),2001,Rabi       ,33537.0,60702.0,1.81
Gujarat,NARMADA,Castor seed,2013,Kharif     ,1172.0,2543.0,2.17
Tamil Nadu,THANJAVUR,Castor seed,2010,Kharif     ,2.0,1.0,0.5
Kerala,MALAPPURAM,Sweet potato,1999,Whole Year ,252.0,2900.0,11.51
Odisha,JHARSUGUDA,Maize,2017,Autumn     ,130.0,362.0,2.78
Jammu and Kashmir,ANANTNAG,Rapeseed &Mustard,2011,Rabi       ,16329.0,12951.0,0.79
Uttar Pradesh,BAHRAICH,Guar seed,2005,Whole Year ,36.0,29.0,0.81
Uttar Pradesh,KHERI,Sesamum,2003,Kharif     ,4081.0,257.0,0.06
Assam,NALBARI,Castor seed,2015,Kharif     ,1.0,1.0,1.0
Bihar,ARWAL,Maize,2005,Rabi       ,277.0,844.0,3.05
Andhra Pradesh,KARIMNAGAR,Rice,2001,Rabi       ,103207.0,332223.0,3.22
Madhya Pradesh,SHAHDOL,Urad,2009,Kharif     ,6189.0,2502.0,0.4
Andhra Pradesh,EAST GODAVARI,Dry chillies,2004,Rabi       ,613.0,1582.0,2.58
Madhya Pradesh,RAJGARH,Maize,2005,Kharif     ,50704.0,50441.0,0.99
Gujarat,VALSAD,Gram,2016,Rabi       ,3661.0,2112.0,0.58
Karnataka,CHITRADURGA,Jowar,2008,Rabi       ,11013.0,7142.0,0.65
Uttar Pradesh,BALLIA,Potato,2019,Rabi       ,8140.0,217314.0,26.7
Bihar,BHOJPUR,Barley,2004,Rabi       ,2073.0,2838.0,1.37
Uttar Pradesh,AMBEDKAR NAGAR,Sugarcane,2004,Kharif     ,7589.0,416059.0,54.82
Madhya Pradesh,DAMOH,Rice,2018,Kharif     ,76526.0,81774.0,1.07
Maharashtra,RAIGAD,Other Kharif pulses,1998,Kharif     ,2200.0,900.0,0.41
Karnataka,BANGALORE RURAL,Arhar/Tur,2004,Kharif     ,5331.0,4269.0,0.8
Assam,DARRANG,Peas & beans (Pulses),2001,Rabi       ,1535.0,894.0,0.58
Assam,JORHAT,Gram,2010,Rabi       ,2.0,1.0,0.5
Madhya Pradesh,DHAR,Coriander,2007,Whole Year ,153.0,58.0,0.38
Chhattisgarh,SURAJPUR,Garlic,2013,Whole Year ,391.0,975.0,2.49
Maharashtra,PARBHANI,Gram,2016,Rabi       ,71630.0,59825.0,0.84
Telangana,KOMARAM BHEEM ASIFABAD,Dry chillies,2018,Kharif     ,46.0,198.0,4.3
Tamil Nadu,VILLUPURAM,Jowar,1998,Kharif     ,3145.0,3640.0,1.16
Arunachal Pradesh,SHI YOMI,Sesamum,2019,Kharif     ,14.0,5.0,0.36
Maharashtra,NANDED,Niger seed,2011,Kharif     ,800.0,200.0,0.25
Assam,BARPETA,Turmeric,2015,Whole Year ,797.0,705.0,0.88
Madhya Pradesh,RAJGARH,Potato,2007,Whole Year ,770.0,12423.0,16.13
Madhya Pradesh,SHIVPURI,Sweet potato,2013,Whole Year ,101.0,645.0,6.39
Uttar Pradesh,FATEHPUR,Maize,2013,Summer     ,10.0,18.0,1.8
Rajasthan,BHARATPUR,Moth,2000,Kharif     ,89.0,13.0,0.15
Odisha,ANUGUL,Rice,2017,Summer     ,100.0,250.0,2.5
Uttar Pradesh,BASTI,Barley,2018,Rabi       ,103.0,316.0,3.07
Chhattisgarh,NARAYANPUR,Other Kharif pulses,2009,Kharif     ,19.0,2.0,0.11
Tamil Nadu,VELLORE,Cotton(lint),2015,Kharif     ,8016.0,13769.0,1.72
Maharashtra,LATUR,Other Cereals,2018,Rabi       ,10.0,,0.0
Rajasthan,DAUSA,Sannhamp,2003,Whole Year ,42.0,19.0,0.45
Gujarat,TAPI,Moong(Green Gram),2009,Kharif     ,2400.0,900.0,0.38
Uttar Pradesh,BAREILLY,Onion,2009,Summer     ,33.0,459.0,13.91
Tamil Nadu,THIRUVALLUR,Turmeric,2015,Whole Year ,4.0,15.0,3.75
Jharkhand,BOKARO,Gram,2018,Rabi       ,5320.0,5187.0,0.98
Uttar Pradesh,CHANDAULI,Moong(Green Gram),2009,Kharif     ,11.0,2.0,0.18
Rajasthan,KOTA,Wheat,1998,Rabi       ,123034.0,312529.0,2.54
Uttar Pradesh,BUDAUN,Rice,1999,Summer     ,60.0,111.0,1.85
Uttar Pradesh,BUDAUN,Maize,2004,Kharif     ,12711.0,19346.0,1.52
Tamil Nadu,DINDIGUL,Turmeric,2008,Whole Year ,14.0,81.0,5.79
Madhya Pradesh,VIDISHA,Small millets,2011,Kharif     ,112.0,77.0,0.69
Bihar,LAKHISARAI,Moong(Green Gram),2017,Summer     ,16.0,12.0,0.75
Uttar Pradesh,GORAKHPUR,Guar seed,2013,Kharif     ,15.0,13.0,0.87
Chhattisgarh,KONDAGAON,Maize,2012,Kharif     ,13100.0,26408.0,2.02
Jammu and Kashmir,BADGAM,Other Kharif pulses,2002,Kharif     ,104.0,55.0,0.53
Tamil Nadu,TUTICORIN,Onion,1999,Whole Year ,1590.0,7683.0,4.83
Bihar,MADHUBANI,Rapeseed &Mustard,2010,Rabi       ,1209.0,1178.0,0.97
Karnataka,HAVERI,Other  Rabi pulses,2004,Rabi       ,1385.0,188.0,0.14
Arunachal Pradesh,UPPER SUBANSIRI,Rice,1998,Kharif     ,4015.0,1500.0,0.37
Maharashtra,WARDHA,Rice,2002,Kharif     ,500.0,300.0,0.6
Bihar,BHAGALPUR,Gram,2004,Rabi       ,2908.0,1934.0,0.67
Bihar,JEHANABAD,Arhar/Tur,2011,Kharif     ,156.0,231.0,1.48
Tamil Nadu,ERODE,Horse-gram,2016,Kharif     ,500.0,160.0,0.32
Madhya Pradesh,KHANDWA,Onion,1999,Whole Year ,3529.0,76860.0,21.78
Nagaland,KIPHIRE,Urad,2018,Rabi       ,40.0,30.0,0.75
Uttar Pradesh,KHERI,Guar seed,2010,Kharif     ,64.0,53.0,0.83
Tamil Nadu,VELLORE,Castor seed,2013,Kharif     ,275.0,103.0,0.37
Karnataka,HAVERI,Groundnut,2014,Summer     ,1676.0,1771.0,1.06
Rajasthan,BANSWARA,Bajra,2006,Kharif     ,91.0,64.0,0.7
Bihar,BANKA,Rice,2004,Winter     ,71841.0,97758.0,1.36
Madhya Pradesh,BARWANI,Gram,2009,Whole Year ,4163.0,2063.0,0.5
Rajasthan,KARAULI,Tobacco,2004,Whole Year ,68.0,16.0,0.24
Uttar Pradesh,FATEHPUR,Urad,1999,Kharif     ,7744.0,3493.0,0.45
Bihar,KATIHAR,Horse-gram,2014,Kharif     ,227.0,217.0,0.96
Bihar,BHAGALPUR,Rice,2005,Autumn     ,1301.0,1152.0,0.89
Rajasthan,BIKANER,Onion,2004,Whole Year ,108.0,96.0,0.89
Maharashtra,OSMANABAD,Sugarcane,2000,Whole Year ,25700.0,1853300.0,72.11
Jharkhand,PALAMU,Gram,2008,Rabi       ,3624.22,2856.0,0.79
Madhya Pradesh,BHOPAL,Sugarcane,2008,Whole Year ,206.0,4410.0,21.41
Andhra Pradesh,WARANGAL,Dry chillies,2012,Kharif     ,14000.0,49000.0,3.5
Punjab,HOSHIARPUR,Rice,2010,Kharif     ,73000.0,261000.0,3.58
Karnataka,KALABURAGI,Sesamum,2013,Kharif     ,5419.0,3202.0,0.59
Tamil Nadu,KRISHNAGIRI,Arhar/Tur,2007,Whole Year ,2876.0,1825.0,0.63
Maharashtra,PUNE,Groundnut,2018,Summer     ,2850.0,5120.0,1.8
Jammu and Kashmir,REASI,Linseed,2013,Rabi       ,13.0,5.0,0.35
Karnataka,RAMANAGARA,Moong(Green Gram),2011,Kharif     ,19.0,5.0,0.26
Gujarat,PANCH MAHALS,Potato,2011,Whole Year ,300.0,7300.0,24.33
Uttar Pradesh,HAMIRPUR,Moong(Green Gram),2013,Kharif     ,4049.0,1551.0,0.38
